
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
9.0,0.0
9.0,0.0
9.0,0.0
9.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
29.0,0.0
29.0,0.0
29.0,0.0
29.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
52.0,0.0
52.0,0.0
52.0,0.0
52.0,0.0
52.0,0.0
52.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
77.0,1.0
77.0,1.0
77.0,1.0
77.0,1.0
89.0,2.0
89.0,2.0
89.0,2.0
89.0,2.0
89.0,2.0
89.0,2.0
101.0,2.0
101.0,2.0
101.0,2.0
101.0,2.0
113.0,3.0
113.0,3.0
113.0,3.0
113.0,3.0
125.0,4.0
125.0,4.0
125.0,4.0
125.0,4.0
125.0,4.0
125.0,4.0
137.0,6.0
137.0,6.0
137.0,6.0
137.0,6.0
149.0,7.0
149.0,7.0
149.0,7.0
149.0,7.0
161.0,8.0
161.0,8.0
161.0,8.0
161.0,8.0
161.0,8.0
161.0,8.0
173.0,10.0
173.0,10.0
173.0,10.0
173.0,10.0
185.0,12.0
185.0,12.0
185.0,12.0
185.0,12.0
185.0,12.0
185.0,12.0
197.0,13.0
197.0,13.0
197.0,13.0
197.0,13.0
209.0,15.0
209.0,15.0
209.0,15.0
209.0,15.0
221.0,17.0
221.0,17.0
221.0,17.0
221.0,17.0
221.0,17.0
221.0,17.0
233.0,20.0
233.0,20.0
233.0,20.0
233.0,20.0
244.0,22.0
244.0,22.0
244.0,22.0
244.0,22.0
244.0,22.0
244.0,22.0
256.0,24.0
256.0,24.0
256.0,24.0
256.0,24.0
268.0,27.0
268.0,27.0
268.0,27.0
268.0,27.0
280.0,29.0
280.0,29.0
280.0,29.0
280.0,29.0
280.0,29.0
280.0,29.0
292.0,32.0
292.0,32.0
292.0,32.0
292.0,32.0
303.0,35.0
303.0,35.0
303.0,35.0
303.0,35.0
303.0,35.0
303.0,35.0
315.0,38.0
315.0,38.0
315.0,38.0
315.0,38.0
327.0,41.0
327.0,41.0
327.0,41.0
327.0,41.0
338.0,45.0
338.0,45.0
338.0,45.0
338.0,45.0
338.0,45.0
