
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
9.0,0.0
9.0,0.0
9.0,0.0
9.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
18.0,0.0
30.0,0.0
30.0,0.0
30.0,0.0
30.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
54.0,0.0
54.0,0.0
54.0,0.0
54.0,0.0
54.0,0.0
54.0,0.0
67.0,0.0
67.0,0.0
67.0,0.0
67.0,0.0
79.0,1.0
79.0,1.0
79.0,1.0
79.0,1.0
91.0,1.0
91.0,1.0
91.0,1.0
91.0,1.0
91.0,1.0
91.0,1.0
103.0,2.0
103.0,2.0
103.0,2.0
103.0,2.0
115.0,3.0
115.0,3.0
115.0,3.0
115.0,3.0
127.0,4.0
127.0,4.0
127.0,4.0
127.0,4.0
127.0,4.0
127.0,4.0
139.0,5.0
139.0,5.0
139.0,5.0
139.0,5.0
150.0,6.0
150.0,6.0
150.0,6.0
150.0,6.0
161.0,7.0
161.0,7.0
161.0,7.0
161.0,7.0
161.0,7.0
161.0,7.0
173.0,8.0
173.0,8.0
173.0,8.0
173.0,8.0
184.0,10.0
184.0,10.0
184.0,10.0
184.0,10.0
184.0,10.0
184.0,10.0
195.0,12.0
195.0,12.0
195.0,12.0
195.0,12.0
207.0,14.0
207.0,14.0
207.0,14.0
207.0,14.0
219.0,16.0
219.0,16.0
219.0,16.0
219.0,16.0
219.0,16.0
219.0,16.0
231.0,18.0
231.0,18.0
231.0,18.0
231.0,18.0
242.0,21.0
242.0,21.0
242.0,21.0
242.0,21.0
242.0,21.0
242.0,21.0
253.0,23.0
253.0,23.0
253.0,23.0
253.0,23.0
264.0,26.0
264.0,26.0
264.0,26.0
264.0,26.0
275.0,28.0
275.0,28.0
275.0,28.0
275.0,28.0
275.0,28.0
275.0,28.0
285.0,31.0
285.0,31.0
285.0,31.0
285.0,31.0
297.0,34.0
297.0,34.0
297.0,34.0
297.0,34.0
297.0,34.0
297.0,34.0
309.0,38.0
309.0,38.0
309.0,38.0
309.0,38.0
320.0,41.0
320.0,41.0
320.0,41.0
320.0,41.0
320.0,41.0
320.0,41.0
332.0,45.0
332.0,45.0
332.0,45.0
